# Fiecare aliment din FNDDS, cu litera și punctajul pe care i le dă motorul.
# Generat de tools/CatalogueSnapshotQuery — nu se editează de mână.
# Calibrare: FNDDS 2021-2023, măsurată 2026-08-24
# Descrierea e ultima coloană și conține virgule: se citește ca rest de linie.
fdcId,Weight Loss grade,Weight Loss score,Fitness grade,Fitness score,GLP-1 grade,GLP-1 score,description
2705462,D,35.3,E,32.6,D,32.9,Frozen yogurt cone, chocolate, waffle cone
2705463,B,71.6,B,59.3,A,70.9,Baby Toddler food, NFS
2705464,C,58.3,D,46.1,B,60.9,Baby Toddler yogurt, plain
2705465,C,49.2,D,39.7,C,50.9,Baby Toddler yogurt, with fruit
2705466,B,69.2,C,52.8,B,69.6,Chocolate milk, NFS
2705467,C,55.2,D,42.5,C,57.0,Chocolate milk, whole
2705468,B,61.7,D,46.9,B,62.6,Chocolate milk, reduced fat (2%)
2705469,B,69.2,C,52.9,B,69.6,Chocolate milk, fat free (skim)
2705470,B,69.4,C,52.9,B,69.7,Chocolate milk, low fat (1%)
2705471,B,65.9,C,49.2,B,67.2,Chocolate milk, reduced sugar, NFS
2705472,C,54.6,D,37.9,C,53.5,Hot chocolate / cocoa, NFS
2705473,C,53.5,D,41.0,C,53.8,Hot chocolate / cocoa, made with whole or reduced fat (2%) milk
2705474,B,60.5,D,45.7,B,60.8,Hot chocolate / cocoa, made with lowfat (1%) or fat free (skim) milk
2705475,B,58.8,D,39.9,B,58.1,Hot chocolate / cocoa, made with non-dairy milk
2705476,C,47.3,D,36.8,C,47.5,Hot chocolate / cocoa, with whipped cream
2705477,B,64.4,C,49.9,B,65.1,Chocolate milk, Nesquik, NS as to type of milk
2705478,B,71.4,C,48.6,A,71.3,Chocolate milk, Nesquik, made with non-dairy milk
2705479,C,57.5,D,43.1,B,59.8,Chocolate milk, reduced sugar, whole
2705480,B,68.4,C,51.1,B,69.3,Chocolate milk, reduced sugar, reduced fat (2%)
2705481,B,70.9,C,52.7,A,71.8,Chocolate milk, reduced sugar, low fat (1%)
2705482,A,75.0,C,55.5,A,75.5,Chocolate milk, reduced sugar, fat free (skim)
2705483,C,53.8,D,32.9,C,51.1,Hot chocolate / cocoa, dry mix, made with water
2705484,C,56.8,D,46.6,C,57.2,Hot chocolate / cocoa, dry mix, made with whole or reduced fat (2%) milk
2705485,B,63.4,C,51.0,B,63.7,Hot chocolate / cocoa, dry mix, made with lowfat (1%) or fat free (skim) milk
2705486,B,60.8,D,44.1,B,60.3,Hot chocolate / cocoa, dry mix , made with non-dairy milk
2705487,C,46.2,E,28.1,D,45.1,Hot chocolate / cocoa, dry mix, made with water, with whipped cream
2705488,A,74.6,C,49.4,A,73.9,Hot chocolate / cocoa, dry mix, reduced sugar, made with water
2705489,B,68.5,C,55.7,B,68.9,Hot chocolate / cocoa, dry mix, reduced sugar, made with whole or reduced fat (2%) milk
2705490,B,70.0,C,47.1,B,69.9,Hot chocolate / cocoa, reduced sugar, made with non-dairy milk
2705491,B,64.7,C,48.5,B,65.4,Hot chocolate / cocoa, reduced sugar, made with whole or reduced fat (2%) milk
2705492,A,75.0,B,59.6,A,75.3,Hot chocolate / cocoa, dry mix, reduced sugar, made with lowfat (1%) or fat free (skim) milk
2705493,A,71.8,C,53.2,A,72.3,Hot chocolate / cocoa, reduced sugar, made with lowfat (1%) or fat free (skim) milk
2705494,A,72.2,C,52.0,A,72.2,Hot chocolate / cocoa, dry mix, reduced sugar, made with non-dairy milk
2705495,B,66.3,C,49.9,B,67.8,Strawberry milk, NFS
2705496,C,51.2,D,39.2,C,53.1,Strawberry milk, whole
2705497,B,64.3,C,48.9,B,65.3,Strawberry milk, reduced fat (2%)
2705498,B,65.2,C,49.3,B,66.2,Strawberry milk, low fat (1%)
2705499,B,70.4,C,52.8,A,71.0,Strawberry milk, fat free  (skim)
2705500,B,69.4,C,52.0,A,70.8,Strawberry milk, reduced sugar
2705501,B,71.0,C,53.8,A,71.6,Milk, malted
2705502,B,59.9,C,50.0,B,60.4,Eggnog
2705503,D,38.3,D,33.2,D,38.2,Milk shake, home recipe, chocolate
2705504,D,38.8,E,32.3,D,39.6,Milk shake, home recipe, flavors other than chocolate
2705505,C,55.7,D,46.0,C,55.0,Milk shake, home recipe, chocolate, light
2705506,B,58.6,C,47.8,B,58.5,Milk shake, home recipe, flavors other than chocolate, light
2705507,D,35.9,E,32.3,D,36.9,Milk shake with malt
2705508,D,33.7,E,32.3,E,30.0,Milk shake, fast food, chocolate
2705509,E,29.3,E,27.9,E,26.6,Milk shake, fast food, flavors other than chocolate
2705510,D,33.7,E,32.3,E,30.0,Milk shake, bottled, chocolate
2705511,E,29.3,E,27.9,E,26.6,Milk shake, bottled, flavors other than chocolate
2705512,B,63.3,D,46.6,B,63.1,Licuado or Batido
2705513,B,67.7,C,49.1,B,67.5,Fruit smoothie, NFS
2705514,B,67.7,C,49.1,B,67.5,Fruit smoothie, with whole fruit and dairy
2705515,A,75.9,B,68.7,A,75.9,Fruit smoothie, with whole fruit and dairy, added protein
2705516,B,59.6,D,39.0,C,56.9,Fruit smoothie juice drink, with dairy
2705517,B,68.7,D,44.2,B,69.3,Chocolate milk drink
2705518,B,64.4,D,44.3,B,65.0,Infant formula, NFS
2705519,B,64.1,D,43.9,B,65.0,Infant formula, Similac, NFS
2705520,B,65.3,D,46.1,B,65.1,Infant formula, Similac Alimentum, ready-to-feed
2705521,B,65.3,D,46.1,B,65.1,Infant formula, Similac Alimentum, powder, made with water
2705522,B,63.8,D,43.8,B,64.7,Infant formula, Similac Advance, ready-to-feed
2705523,B,63.9,D,43.9,B,64.7,Infant formula, Similac Advance, powder, made with tap water
2705524,B,64.1,D,44.1,B,64.9,Infant formula, Similac Advance, powder, made with bottled water
2705525,B,63.8,D,43.8,B,64.7,Infant formula, Similac Advance, powder, made with baby water
2705526,B,63.0,D,43.1,B,64.6,Infant formula, Similac Sensitive, ready-to-feed
2705527,B,63.1,D,43.2,B,64.7,Infant formula, Similac Sensitive, powder, made with tap water
2705528,B,63.4,D,43.4,B,64.9,Infant formula, Similac Sensitive, powder, made with bottled water
2705529,B,63.0,D,43.1,B,64.6,Infant formula, Similac Sensitive, powder, made with baby water
2705530,B,63.0,D,43.0,B,64.3,Infant formula, Similac for Spit-Up, ready-to-feed
2705531,B,63.0,D,43.0,B,64.3,Infant formula, Similac for Spit-Up, powder, made with water
2705532,B,70.4,C,49.1,B,70.6,Toddler formula, Similac Go and Grow
2705533,B,64.8,D,44.7,B,65.2,Infant formula, Enfamil, NFS
2705534,B,64.8,D,44.7,B,65.2,Infant formula, Enfamil Infant, ready-to-feed
2705535,B,64.9,D,44.8,B,65.3,Infant formula, Enfamil Infant, powder, made with tap water
2705536,B,65.1,D,44.9,B,65.4,Infant formula, Enfamil Infant, powder, made with bottled water
2705537,B,64.8,D,44.7,B,65.2,Infant formula, Enfamil Infant, powder, made with baby water
2705538,B,65.2,D,45.4,B,65.8,Infant formula, Enfamil AR, ready-to-feed
2705539,B,65.2,D,45.4,B,65.8,Infant formula, Enfamil AR, powder, made with water
2705540,B,63.8,D,44.3,B,64.4,Infant formula, Enfamil Gentlease, ready-to-feed
2705541,B,63.9,D,44.4,B,64.4,Infant formula, Enfamil Gentlease, powder, made with tap water
2705542,B,64.2,D,44.6,B,64.6,Infant formula, Enfamil Gentlease, powder, made with bottled water
2705543,B,63.8,D,44.3,B,64.4,Infant formula, Enfamil Gentlease, powder, made with baby water
2705544,B,65.6,D,46.2,B,65.9,Toddler formula, Enfamil Enfagrow
2705545,C,58.1,D,46.0,B,59.6,Toddler formula, PediaSure
2705546,B,68.4,C,47.9,B,68.7,Toddler formula, Nido Kinder
2705547,B,68.4,C,47.9,B,68.7,Toddler formula, store brand, beginning or next stage
2705548,C,58.1,D,46.0,B,59.6,Toddler formula, store brand, pediatric shake
2705549,B,64.5,D,44.5,B,65.3,Infant formula, Gerber, NFS
2705550,B,63.4,D,43.6,B,64.5,Infant formula, Gerber Good Start Gentle, Stage 1, ready-to-feed
2705551,B,63.4,D,43.6,B,64.5,Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with tap water
2705552,B,63.7,D,43.9,B,64.7,Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with bottled water
2705553,B,63.4,D,43.6,B,64.5,Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with baby water
2705554,B,63.4,D,43.6,B,64.5,Infant formula, Gerber Good Start Gentle, Stage 2
2705555,B,68.4,C,47.9,B,68.7,Toddler formula, Gerber Good Start, Stage 3
2705556,B,65.5,C,47.2,B,66.5,Infant formula, premature, powder, made with water
2705557,B,65.5,C,47.2,B,66.5,Infant formula, premature, ready-to-feed
2705558,B,64.4,D,44.3,B,65.0,Infant formula, organic, powder, made with water
2705559,B,64.4,D,44.3,B,65.0,Infant formula, organic, ready-to-feed
2705560,B,64.5,D,44.4,B,65.0,Infant formula, store brand, advantage or tender, powder, made with tap water
2705561,B,64.6,D,44.5,B,65.1,Infant formula, store brand, advantage or tender, powder, made with bottled water
2705562,B,64.4,D,44.3,B,65.0,Infant formula, store brand, advantage or tender, powder, made with baby water
2705563,B,63.6,D,43.9,B,64.6,Infant formula, store brand, gentle or sensitivity
2705564,B,64.2,D,44.3,B,65.1,Infant formula, store brand, added rice
2705565,B,65.4,D,45.7,B,65.8,Infant formula, Enfamil ProSobee, ready-to-feed
2705566,B,65.5,D,45.8,B,65.9,Infant formula, Enfamil ProSobee, powder, made with tap water
2705567,B,65.7,D,45.9,B,66.0,Infant formula, Enfamil ProSobee, powder, made with bottled water
2705568,B,65.4,D,45.7,B,65.8,Infant formula, Enfamil ProSobee, powder, made with baby water
2705569,B,65.3,D,45.4,B,65.6,Infant formula, Similac Isomil Soy, ready-to-feed
2705570,B,65.4,D,45.4,B,65.6,Infant formula, Similac Isomil Soy, powder, made with tap water
2705571,B,65.6,D,45.6,B,65.8,Infant formula, Similac Isomil Soy, powder, made with bottled water
2705572,B,65.3,D,45.4,B,65.6,Infant formula, Similac Isomil Soy, powder, made with baby water
2705573,B,65.3,D,45.9,B,65.5,Infant formula, Similac for Diarrhea
2705574,B,66.7,D,46.5,B,66.9,Infant formula, Gerber Good Start Soy, Stage 1, ready-to-feed
2705575,B,66.8,D,46.5,B,67.0,Infant formula, Gerber Good Start Soy, Stage 1, powder, made with tap water
2705576,B,66.9,D,46.6,B,67.1,Infant formula, Gerber Good Start Soy, Stage 1, powder, made with bottled water
2705577,B,66.7,D,46.5,B,66.9,Infant formula, Gerber Good Start Soy, Stage 1, powder, made with baby water
2705578,B,65.1,D,45.4,B,65.4,Infant formula, store brand, soy
2705579,B,64.8,D,45.8,B,65.1,Infant formula, Enfamil Nutramigen, ready-to-feed
2705580,B,64.8,D,45.8,B,65.1,Infant formula, Enfamil Nutramigen, powder, made with water
2705581,B,66.0,D,46.8,B,66.1,Infant formula, Enfamil Pregestimil, ready-to-feed
2705582,B,66.0,D,46.8,B,66.1,Infant formula, Enfamil Pregestimil, powder, made with water
2705583,B,65.7,D,46.3,B,65.8,Infant formula, amino acids
2705584,B,62.3,D,42.7,B,63.6,Infant formula, low iron
2705585,A,83.4,A,90.7,A,83.9,Milk, dry, not reconstituted
2705586,C,54.1,A,73.4,C,54.5,Whey, sweet, dry
2705587,A,94.1,A,96.7,A,94.0,Cocoa powder, not reconstituted
2705588,E,29.2,D,34.2,E,24.4,Chocolate beverage powder, dry mix, not reconstituted
2705589,B,62.3,B,67.6,B,62.9,Chocolate beverage powder, light, dry mix, not reconstituted
2705590,E,30.0,E,24.5,E,30.4,Milk, malted, dry mix, not reconstituted
2705591,E,4.7,E,3.7,E,3.7,Strawberry beverage powder, dry mix, not reconstituted
2705592,E,25.0,E,22.5,E,24.6,Cream, NS as to light, heavy, or half and half
2705593,E,13.3,E,15.8,E,13.4,Cream, light
2705594,E,25.0,E,22.5,E,24.6,Cream, half and half
2705595,E,25.1,E,22.4,E,24.7,Cream, half and half, flavored
2705596,B,64.3,D,46.1,B,63.9,Cream, half and half, fat free
2705597,E,4.6,E,8.6,E,4.6,Cream, heavy
2705598,E,4.5,E,8.2,E,4.5,Cream, whipped
2705599,E,17.7,E,12.8,E,16.7,Coffee creamer, NFS
2705600,E,17.7,E,12.8,E,16.7,Coffee creamer, liquid
2705601,E,10.2,E,8.8,E,8.5,Coffee creamer, liquid, flavored
2705602,D,42.4,E,25.3,D,40.5,Coffee creamer, liquid, fat free
2705603,E,14.9,E,10.5,E,13.6,Coffee creamer, liquid, fat free, flavored
2705604,D,42.4,E,25.3,D,40.5,Coffee creamer, liquid, fat free, sugar free, flavored
2705605,D,42.4,E,25.3,D,40.5,Coffee creamer, liquid, sugar free, flavored
2705606,E,5.2,E,10.3,E,5.1,Coffee creamer, powder
2705607,E,2.4,E,3.4,E,2.4,Coffee creamer, powder, flavored
2705608,E,6.8,E,10.0,E,6.0,Coffee creamer, powder, fat free
2705609,E,5.2,E,10.3,E,5.1,Coffee creamer,powder, sugar free, flavored
2705610,E,17.7,E,12.8,E,16.7,Coffee creamer, soy, liquid
2705611,E,3.8,E,5.8,E,3.8,Whipped topping
2705612,E,11.9,E,15.1,E,11.8,Whipped topping, fat free
2705613,E,11.9,E,15.1,E,11.8,Whipped topping, sugar free
2705614,E,14.0,E,16.6,E,13.8,Sour cream, regular
2705615,E,26.5,E,24.9,E,26.2,Sour cream, light
2705616,B,62.6,C,47.6,B,60.9,Sour cream, fat free
2705617,E,10.5,E,12.6,E,10.5,Sour cream, imitation
2705618,E,5.1,E,10.5,E,5.0,Dip, NFS
2705619,E,4.1,E,8.3,E,4.0,Chipotle dip, regular
2705620,E,11.1,E,11.3,E,10.9,Chipotle dip, light
2705621,E,5.0,E,9.3,E,4.9,Onion dip, regular
2705622,E,14.2,E,13.5,E,14.1,Onion dip, light
2705623,E,5.1,E,10.5,E,5.0,Ranch dip, regular
2705624,E,12.3,E,13.6,E,12.1,Ranch dip, light
2705625,E,5.7,E,10.3,E,5.4,Spinach dip, regular
2705626,E,15.9,E,15.3,E,15.7,Spinach dip, light
2705627,E,4.6,E,9.3,E,4.4,Vegetable dip, regular
2705628,E,11.6,E,12.3,E,11.4,Vegetable dip, light
2705629,E,17.4,E,20.9,E,16.7,Ice cream, NFS
2705630,E,18.0,E,20.9,E,17.2,Ice cream, vanilla
2705631,E,16.8,E,21.0,E,16.0,Ice cream, vanilla, with additional ingredients
2705632,E,20.7,E,24.0,E,19.2,Ice cream, chocolate
2705633,E,19.0,E,23.5,E,17.7,Ice cream, chocolate, with additional ingredients
2705634,D,33.2,D,35.6,E,30.0,Ice cream, soft serve, vanilla
2705635,E,29.4,D,33.1,E,26.2,Ice cream, soft serve, chocolate
2705636,E,13.4,E,17.9,E,13.0,Gelato, vanilla
2705637,E,19.5,E,25.8,E,18.2,Gelato, chocolate
2705638,E,5.2,E,9.2,E,5.2,Ice cream bar, vanilla
2705639,E,10.3,E,17.8,E,10.2,Ice cream bar, vanilla, chocolate coated
2705640,E,12.8,E,20.3,E,12.4,Ice cream candy bar
2705641,E,11.5,E,19.5,E,11.4,Ice cream bar, chocolate
2705642,E,17.7,E,23.4,E,17.2,Ice cream sandwich, vanilla
2705643,E,19.5,E,25.4,E,18.6,Ice cream sandwich, chocolate
2705644,E,16.4,E,23.5,E,16.3,Ice cream cookie sandwich
2705645,E,18.2,E,21.6,E,17.6,Ice cream cone, scooped, vanilla
2705646,E,18.4,E,22.1,E,18.0,Ice cream cone, scooped, vanilla, waffle cone
2705647,E,17.7,E,21.7,E,17.0,Ice cream cone, NFS
2705648,E,20.9,E,24.7,E,19.4,Ice cream cone, scooped, chocolate
2705649,E,20.9,E,24.9,E,19.7,Ice cream cone, scooped, chocolate, waffle cone
2705650,D,32.3,D,35.4,E,29.3,Ice cream cone, soft serve, vanilla
2705651,E,28.8,D,33.2,E,25.8,Ice cream cone, soft serve, chocolate
2705652,E,31.8,D,35.2,E,29.2,Ice cream cone, soft serve, vanilla, waffle cone
2705653,E,28.6,D,33.3,E,26.1,Ice cream cone, soft serve, chocolate, waffle cone
2705654,E,13.0,E,22.6,E,13.0,Ice cream cone, vanilla, prepackaged
2705655,E,13.6,E,23.4,E,13.5,Ice cream cone, chocolate, prepackaged
2705656,D,36.7,E,22.4,D,35.8,Ice cream soda, flavors other than chocolate
2705657,D,37.6,E,23.7,D,36.3,Ice cream soda, chocolate
2705658,E,17.1,E,21.3,E,16.2,Ice cream sundae, NFS
2705659,E,15.7,E,17.6,E,14.8,Ice cream sundae, fruit topping
2705660,E,18.3,E,18.6,E,16.8,Banana split
2705661,E,17.1,E,21.3,E,16.2,Ice cream sundae, hot fudge topping
2705662,E,15.6,E,17.8,E,14.9,Ice cream sundae, caramel topping
2705663,E,15.8,E,21.2,E,15.4,Ice cream, fried
2705664,E,29.7,E,31.5,E,26.9,Light ice cream, NFS
2705665,E,29.7,E,31.5,E,26.9,Light ice cream, vanilla
2705666,E,27.8,E,30.1,E,25.0,Light ice cream, chocolate
2705667,E,25.1,E,27.1,E,23.5,Soft serve, blended with candy or cookies, from fast food
2705668,E,23.7,E,29.4,E,22.2,Light ice cream sandwich, vanilla
2705669,E,23.0,E,28.7,E,21.5,Light ice cream sandwich, chocolate
2705670,E,11.8,E,15.8,E,11.7,Light ice cream bar, vanilla
2705671,E,12.2,E,16.5,E,12.1,Light ice cream bar, vanilla, chocolate coated
2705672,E,11.9,E,16.1,E,11.8,Light ice cream bar, chocolate
2705673,E,26.8,E,22.9,E,23.3,Creamsicle
2705674,E,25.0,E,23.4,E,22.6,Fudgesicle
2705675,E,28.1,D,33.9,E,26.4,Light ice cream cone, vanilla, prepackaged
2705676,E,27.3,D,33.1,E,25.6,Light ice cream cone, chocolate, prepackaged
2705677,E,21.2,E,16.3,E,19.4,Sherbet, all flavors
2705678,C,49.2,D,43.1,C,47.9,Fudgesicle, light
2705679,E,25.8,E,22.0,E,23.3,Pudding, chocolate, NFS
2705680,D,42.2,D,43.4,D,42.5,Pudding, bread
2705681,E,20.6,E,15.5,E,20.2,Pudding, flavors other than chocolate, NFS
2705682,B,59.3,C,51.4,B,60.2,Custard
2705683,E,29.2,D,33.1,E,28.6,Flan
2705684,C,48.0,D,41.4,C,48.3,Creme brulee
2705685,D,42.1,D,34.3,D,39.3,Pudding, rice
2705686,D,33.4,E,31.4,D,33.7,Firni, Indian pudding
2705687,E,23.8,E,19.2,E,22.8,Pudding, tapioca, made from dry mix
2705688,D,37.3,E,29.2,D,38.8,Pudding, flavors other than chocolate, made from dry mix
2705689,D,37.0,E,30.5,D,38.1,Pudding, chocolate, made from dry mix
2705690,C,56.7,D,42.4,B,59.9,Pudding, flavors other than chocolate, made from dry mix, sugar free
2705691,B,59.9,D,46.5,B,61.5,Pudding, chocolate, made from dry mix, sugar free
2705692,E,20.6,E,15.5,E,20.2,Pudding, flavors other than chocolate, ready-to-eat
2705693,C,56.7,D,42.4,B,59.9,Pudding, flavors other than chocolate, ready-to-eat, sugar free
2705694,E,25.8,E,22.0,E,23.3,Pudding, chocolate, ready-to-eat
2705695,B,59.9,D,46.5,B,61.5,Pudding, chocolate, ready-to-eat, sugar free
2705696,E,23.8,E,19.2,E,22.8,Pudding, tapioca, ready-to-eat
2705697,E,23.8,E,22.3,E,22.7,Banana pudding
2705698,E,19.5,E,23.9,E,19.9,Mousse
2705699,E,25.5,D,36.1,E,22.9,Dulce de leche
2705700,E,20.5,E,28.4,E,19.0,Barfi or Burfi, Indian dessert
2705701,E,22.3,E,23.4,E,22.6,Trifle
2705702,E,14.2,E,24.7,E,14.1,Tiramisu
2705703,E,28.3,E,27.8,E,30.7,White sauce or gravy
2705704,D,42.3,B,63.2,D,42.1,Cheese, NFS
2705705,E,41.8,E,61.3,E,41.6,Cheese, Blue or Roquefort
2705706,C,48.6,B,66.4,C,46.8,Cheese, Brick
2705707,E,45.8,E,63.6,E,45.3,Cheese, Camembert
2705708,E,42.1,E,61.4,E,42.0,Cheese, Brie
2705709,D,43.5,B,63.8,D,41.9,Cheese, Cheddar
2705710,B,67.4,A,78.1,B,63.4,Cheese, Cheddar, reduced fat
2705711,A,89.8,A,93.7,A,88.8,Cheese, Cheddar, nonfat or fat free
2705712,D,45.5,B,64.4,D,44.2,Cheese, Colby
2705713,D,43.8,B,63.4,D,42.6,Cheese, Colby Jack
2705714,E,49.3,E,65.3,E,48.9,Cheese, Feta
2705715,C,48.4,B,65.1,E,47.9,Cheese, Fontina
2705716,D,44.1,B,63.5,D,43.5,Cheese, goat
2705717,C,52.3,B,67.6,C,51.3,Cheese, Gouda or Edam
2705718,B,61.3,A,74.4,B,58.2,Cheese, Gruyere
2705719,D,44.3,B,63.5,D,43.9,Cheese, Limburger
2705720,D,42.1,B,62.3,D,40.8,Cheese, Monterey
2705721,B,64.4,A,75.4,B,61.4,Cheese, Monterey, reduced fat
2705722,B,64.5,A,76.6,B,60.6,Cheese, Mozzarella, NFS
2705723,B,64.5,A,76.6,B,60.6,Cheese, Mozzarella, part skim
2705724,A,76.2,A,84.9,A,72.7,Cheese, Mozzarella, reduced sodium
2705725,A,91.8,A,95.1,A,91.5,Cheese, Mozzarella, nonfat or fat free
2705726,C,49.1,B,66.7,C,47.4,Cheese, Muenster
2705727,B,66.3,A,77.3,B,62.2,Cheese, Muenster, reduced fat
2705728,C,58.4,B,71.3,C,56.6,Cheese, Parmesan, dry grated
2705729,B,70.2,A,80.1,B,65.8,Cheese, Parmesan, dry grated, reduced fat
2705730,C,58.4,B,71.3,C,56.6,Cheese, Parmesan, hard
2705731,A,78.4,A,86.6,A,75.9,Cheese, Parmesan, dry grated, fat free
